Workload,Record_Count,Operation_Count,No.threads,Consistency,Replication,Runtime (ms),Throughput (ops/sec),Read_Latency (ms),Write_Latency (ms)
workload-A,1250000,1000000,160,ALL,Full,90.2,9930.68,14.2,22.85
workload-A,1250000,1250000,160,ALL,Full,96.47,12982.39,14.47,22.97
workload-A,1250000,1500000,160,ALL,Full,90.77,15357.23,13.93,20.91
workload-A,1250000,1750000,160,ALL,Full,94.37,17362.85,14.87,20.94
workload-A,1250000,2000000,160,ALL,Full,94.86,20926.36,14.97,22.39
workload-A,1250000,2250000,160,ALL,Full,91.55,21890.57,14.4,22.26
workload-A,1250000,2500000,160,ALL,Full,92.28,24575.56,15.29,21.02
workload-A,1250000,2750000,160,ALL,Full,93.17,28357.13,14.45,21.88
workload-A,1250000,3000000,160,ALL,Full,93.54,31700.96,14.73,22.2
workload-A,1250000,3250000,160,ALL,Full,90.65,34157.09,14.87,22.33
workload-A,1250000,3500000,160,ALL,Full,96.71,34370.61,15.19,22.85
workload-A,1250000,3750000,160,ALL,Full,91.79,38791.43,13.99,22.34
workload-A,1250000,4000000,160,ALL,Full,92.49,42990.08,14.29,21.86
workload-A,1250000,4250000,160,ALL,Full,89.67,44957.59,14.66,21.58
workload-A,1250000,4500000,160,ALL,Full,90.18,44803.32,14.81,21.52
workload-A,1250000,4750000,160,ALL,Full,90.06,47115.85,14.26,22.98
workload-A,1250000,5000000,160,ALL,Full,98.31,52541.29,15.3,21.46
workload-A,1250000,250000,320,ALL,Full,47.49,5019.83,14.78,22.36
workload-A,1250000,500000,320,ALL,Full,46.53,10257.92,14.23,22.65
workload-A,1250000,750000,320,ALL,Full,47.04,16094.74,15.25,22.52
workload-A,1250000,1000000,320,ALL,Full,45.78,21278.9,14.62,21.92
workload-A,1250000,1250000,320,ALL,Full,48.96,26276.0,15.2,21.11
workload-A,1250000,1500000,320,ALL,Full,48.64,31776.96,15.26,21.5
workload-A,1250000,1750000,320,ALL,Full,45.32,36349.11,15.08,22.26
workload-A,1250000,2000000,320,ALL,Full,48.19,39279.51,14.67,21.59
workload-A,1250000,2250000,320,ALL,Full,46.21,46418.66,14.11,22.77
workload-A,1250000,2500000,320,ALL,Full,46.34,52408.32,15.13,21.99
workload-A,1250000,2750000,320,ALL,Full,44.84,56354.17,15.21,21.51
workload-A,1250000,3000000,320,ALL,Full,48.79,63868.45,14.92,21.21
workload-A,1250000,3250000,320,ALL,Full,48.17,65694.23,14.98,22.95
workload-A,1250000,3500000,320,ALL,Full,47.26,68715.86,14.88,21.14
workload-A,1250000,3750000,320,ALL,Full,45.75,76307.8,15.17,21.98
workload-A,1250000,4000000,320,ALL,Full,48.6,78765.21,14.19,21.41
workload-A,1250000,4250000,320,ALL,Full,47.76,87470.79,15.19,21.76
workload-A,1250000,4500000,320,ALL,Full,49.04,91109.8,14.35,21.29
workload-A,1250000,4750000,320,ALL,Full,47.73,101703.64,14.68,23.03
workload-A,1250000,5000000,320,ALL,Full,48.93,99288.43,15.13,22.3
workload-A,1500000,250000,32,ALL,Full,548.45,427.7,14.15,22.8
workload-A,1500000,500000,32,ALL,Full,547.83,880.07,14.54,21.46
workload-A,1500000,750000,32,ALL,Full,578.26,1296.66,14.91,22.26
workload-A,1500000,1000000,32,ALL,Full,564.18,1733.0,15.04,22.9
workload-A,1500000,1250000,32,ALL,Full,548.7,2171.4,14.58,22.82
workload-A,1500000,1500000,32,ALL,Full,543.15,2564.27,15.4,22.34
workload-A,1500000,1750000,32,ALL,Full,574.72,2933.06,14.15,21.28
workload-A,1500000,2000000,32,ALL,Full,571.0,3331.06,14.38,23.04
workload-A,1500000,2250000,32,ALL,Full,588.44,3665.01,14.26,21.32
workload-A,1500000,2500000,32,ALL,Full,539.39,4192.74,15.54,21.16
workload-A,1500000,2750000,32,ALL,Full,552.06,4857.74,14.84,23.1
workload-A,1500000,3000000,32,ALL,Full,589.7,4907.04,14.66,22.28
workload-A,1500000,3250000,32,ALL,Full,564.02,5698.86,15.26,21.84
workload-A,1500000,3500000,32,ALL,Full,571.45,5839.9,14.75,22.18
workload-A,1500000,3750000,32,ALL,Full,588.71,6197.35,14.27,21.73
workload-A,1500000,4000000,32,ALL,Full,580.93,6843.44,14.68,21.88
workload-A,1500000,4250000,32,ALL,Full,558.74,6943.5,14.22,21.77
workload-A,1500000,4500000,32,ALL,Full,573.94,7310.13,14.34,22.79
workload-A,1500000,4750000,32,ALL,Full,560.39,7965.26,15.02,22.25
workload-A,1500000,5000000,32,ALL,Full,554.67,8646.97,14.6,21.44
workload-A,1500000,250000,64,ALL,Full,292.04,849.3,14.14,22.15
workload-A,1500000,500000,64,ALL,Full,273.65,1790.88,15.31,21.67
workload-A,1500000,750000,64,ALL,Full,289.49,2539.13,14.36,21.32
workload-A,1500000,1000000,64,ALL,Full,278.06,3580.23,14.9,22.22
workload-A,1500000,1250000,64,ALL,Full,290.22,4134.63,14.63,22.67
workload-A,1500000,1500000,64,ALL,Full,275.64,4947.35,14.96,21.59
workload-A,1500000,1750000,64,ALL,Full,290.62,5780.37,15.41,22.21
workload-A,1500000,2000000,64,ALL,Full,270.9,6622.0,15.02,21.15
workload-A,1500000,2250000,64,ALL,Full,269.47,7847.24,14.38,22.41
workload-A,1500000,2500000,64,ALL,Full,268.22,8411.33,15.1,22.33
workload-A,1500000,2750000,64,ALL,Full,287.1,9056.21,15.36,22.88
workload-A,1500000,3000000,64,ALL,Full,284.57,9956.71,15.0,22.71
workload-A,1500000,3250000,64,ALL,Full,282.86,10810.36,14.5,21.73
workload-A,1500000,3500000,64,ALL,Full,286.44,12390.66,14.61,21.91
workload-A,1500000,3750000,64,ALL,Full,293.31,12613.22,14.67,22.67
workload-A,1500000,4000000,64,ALL,Full,294.56,14165.41,14.58,23.21
workload-A,1500000,4250000,64,ALL,Full,273.74,14214.48,15.43,21.19
workload-A,1500000,4500000,64,ALL,Full,278.49,14857.79,14.59,22.53
workload-A,1500000,4750000,64,ALL,Full,283.94,16804.92,14.7,23.12
workload-A,1500000,5000000,64,ALL,Full,292.36,16281.31,14.13,23.06
workload-A,1500000,250000,160,ALL,Full,117.91,2152.73,15.11,22.85
workload-A,1500000,500000,160,ALL,Full,113.59,4102.35,15.43,22.23
workload-A,1500000,750000,160,ALL,Full,110.75,6205.42,14.2,23.09
workload-A,1500000,1000000,160,ALL,Full,111.67,8131.82,14.12,21.95
workload-A,1500000,1250000,160,ALL,Full,117.37,10894.23,14.82,22.96
workload-A,1500000,1500000,160,ALL,Full,115.88,12594.94,14.82,22.13
workload-A,1500000,1750000,160,ALL,Full,115.01,15129.67,14.47,22.1
workload-A,1500000,2000000,160,ALL,Full,117.51,17030.42,14.23,22.21
workload-A,1500000,2250000,160,ALL,Full,114.52,20081.26,14.45,21.31
workload-A,1500000,2500000,160,ALL,Full,113.79,21384.34,14.34,21.58
workload-A,1500000,2750000,160,ALL,Full,113.17,22912.11,15.04,22.32
workload-A,1500000,3000000,160,ALL,Full,112.13,25248.65,14.34,21.64
workload-A,1500000,3250000,160,ALL,Full,108.61,26382.79,15.34,22.2
workload-A,1500000,3500000,160,ALL,Full,116.94,31213.46,15.15,21.97
workload-A,1500000,3750000,160,ALL,Full,109.33,33108.28,14.99,23.28
workload-A,1500000,4000000,160,ALL,Full,112.69,34799.88,14.81,21.53
workload-A,1500000,4250000,160,ALL,Full,117.41,36143.93,14.37,21.76
workload-A,1500000,4500000,160,ALL,Full,117.63,38800.75,14.7,22.98
workload-A,1500000,4750000,160,ALL,Full,109.77,40908.82,15.36,21.66
workload-A,1500000,5000000,160,ALL,Full,113.84,44578.57,14.73,21.53
workload-A,1500000,250000,320,ALL,Full,55.87,4271.63,15.36,22.61
workload-A,1500000,500000,320,ALL,Full,57.01,8781.23,14.9,22.74
workload-A,1500000,750000,320,ALL,Full,55.04,12744.97,14.62,22.38
workload-A,1500000,1000000,320,ALL,Full,57.53,16415.75,14.66,21.16
workload-A,1500000,1250000,320,ALL,Full,58.25,22139.13,14.92,21.31
workload-A,1500000,1500000,320,ALL,Full,57.96,24956.51,14.43,22.37
workload-A,1500000,1750000,320,ALL,Full,53.44,30831.41,14.8,23.32
workload-A,1500000,2000000,320,ALL,Full,58.65,34602.68,14.52,21.59
workload-A,1500000,2250000,320,ALL,Full,56.04,40285.16,14.53,22.3
workload-A,1500000,2500000,320,ALL,Full,55.32,41479.29,15.26,22.27
workload-A,1500000,2750000,320,ALL,Full,55.1,47561.48,14.77,21.16
workload-A,1500000,3000000,320,ALL,Full,55.01,53480.88,14.66,22.08
workload-A,1500000,3250000,320,ALL,Full,54.19,55403.39,15.21,23.28
workload-A,1500000,3500000,320,ALL,Full,54.39,58408.23,14.09,22.12
workload-A,1500000,3750000,320,ALL,Full,53.49,62050.09,14.1,22.86
workload-A,1500000,4000000,320,ALL,Full,55.89,68006.99,15.33,21.31
workload-A,1500000,4250000,320,ALL,Full,56.73,69831.59,15.01,21.58
workload-A,1500000,4500000,320,ALL,Full,57.35,79928.67,14.33,22.44
workload-A,1500000,4750000,320,ALL,Full,55.58,78699.61,14.44,22.88
workload-A,1500000,5000000,320,ALL,Full,55.42,83428.86,15.31,23.19
workload-A,1750000,250000,32,ALL,Full,657.54,379.08,14.7,23.32
workload-A,1750000,500000,32,ALL,Full,635.12,695.51,14.32,22.68
workload-A,1750000,750000,32,ALL,Full,650.79,1098.52,15.56,21.59
workload-A,1750000,1000000,32,ALL,Full,656.96,1486.38,15.12,23.35
workload-A,1750000,1250000,32,ALL,Full,675.04,1862.22,15.66,22.13
workload-A,1750000,1500000,32,ALL,Full,683.46,2178.6,15.46,22.45
workload-A,1750000,1750000,32,ALL,Full,678.59,2463.43,15.64,22.67
workload-A,1750000,2000000,32,ALL,Full,652.16,2927.09,14.27,23.37
workload-A,1750000,2250000,32,ALL,Full,654.85,3353.34,15.14,21.75
workload-A,1750000,2500000,32,ALL,Full,625.24,3588.39,15.22,21.65
workload-A,1750000,2750000,32,ALL,Full,677.56,4160.08,15.35,21.64
workload-A,1750000,3000000,32,ALL,Full,681.95,4352.01,15.21,22.74
workload-A,1750000,3250000,32,ALL,Full,649.21,4883.32,14.46,22.33
workload-A,1750000,3500000,32,ALL,Full,670.27,5288.31,14.89,23.48
workload-A,1750000,3750000,32,ALL,Full,633.11,5265.86,14.89,23.42
workload-A,1750000,4000000,32,ALL,Full,656.31,6117.72,15.66,22.22
workload-A,1750000,4250000,32,ALL,Full,652.87,6123.0,15.32,22.79
workload-A,1750000,4500000,32,ALL,Full,663.54,6780.97,14.7,23.53
workload-A,1750000,4750000,32,ALL,Full,624.46,7153.37,15.09,22.92
workload-A,1750000,5000000,32,ALL,Full,686.7,7217.05,15.54,22.54
workload-A,1750000,250000,64,ALL,Full,323.11,759.92,14.99,23.02
workload-A,1750000,500000,64,ALL,Full,325.67,1423.18,15.3,23.2
workload-A,1750000,750000,64,ALL,Full,327.02,2272.65,15.48,21.93
workload-A,1750000,1000000,64,ALL,Full,321.34,2978.32,15.28,23.54
workload-A,1750000,1250000,64,ALL,Full,314.39,3491.93,14.76,21.96
workload-A,1750000,1500000,64,ALL,Full,339.73,4508.18,14.79,22.03
workload-A,1750000,1750000,64,ALL,Full,343.34,4982.24,15.07,22.03
workload-A,1750000,2000000,64,ALL,Full,321.91,5988.01,14.8,22.97
workload-A,1750000,2250000,64,ALL,Full,325.62,6792.42,15.18,21.88
workload-A,1750000,2500000,64,ALL,Full,339.11,7414.5,14.92,22.29
workload-A,1750000,2750000,64,ALL,Full,344.23,7730.36,15.46,23.36
workload-A,1750000,3000000,64,ALL,Full,316.11,8619.38,14.97,22.44
workload-A,1750000,3250000,64,ALL,Full,320.8,9117.56,15.6,22.85
workload-A,1750000,3500000,64,ALL,Full,320.12,10141.92,14.99,22.71
workload-A,1750000,3750000,64,ALL,Full,336.95,10492.11,14.61,23.31
workload-A,1750000,4000000,64,ALL,Full,324.79,11210.95,15.41,21.98
workload-A,1750000,4250000,64,ALL,Full,319.59,12244.04,14.44,21.59
workload-A,1750000,4500000,64,ALL,Full,330.16,12605.89,15.32,22.67
workload-A,1750000,4750000,64,ALL,Full,318.13,13882.8,15.07,22.99
workload-A,1750000,5000000,64,ALL,Full,335.6,13989.48,14.27,21.56
workload-A,1750000,250000,160,ALL,Full,137.31,1902.45,14.98,23.17
workload-A,1750000,500000,160,ALL,Full,126.45,3670.68,15.22,22.13
workload-A,1750000,750000,160,ALL,Full,134.9,5420.13,14.68,21.63
workload-A,1750000,1000000,160,ALL,Full,125.49,7174.84,15.27,22.47
workload-A,1750000,1250000,160,ALL,Full,135.85,8875.31,15.4,23.4
workload-A,1750000,1500000,160,ALL,Full,137.47,11470.25,14.28,21.65
workload-A,1750000,1750000,160,ALL,Full,129.51,13385.63,15.18,21.97
workload-A,1750000,2000000,160,ALL,Full,129.79,14251.59,14.73,23.42
workload-A,1750000,2250000,160,ALL,Full,135.01,16219.13,15.46,21.71
workload-A,1750000,2500000,160,ALL,Full,127.08,18852.57,15.66,21.84
workload-A,1750000,2750000,160,ALL,Full,134.07,19415.58,14.71,21.73
workload-A,1750000,3000000,160,ALL,Full,136.27,21304.9,14.29,23.0
workload-A,1750000,3250000,160,ALL,Full,133.46,24550.75,15.64,23.52
workload-A,1750000,3500000,160,ALL,Full,129.79,24386.42,14.56,21.64
workload-A,1750000,3750000,160,ALL,Full,134.3,28417.9,15.62,21.5
workload-A,1750000,4000000,160,ALL,Full,130.53,27977.51,14.32,23.19
workload-A,1750000,4250000,160,ALL,Full,125.65,31550.83,14.85,22.95
workload-A,1750000,4500000,160,ALL,Full,131.6,33318.94,14.71,22.04
workload-A,1750000,4750000,160,ALL,Full,130.6,33521.63,15.0,21.47
workload-A,1750000,5000000,160,ALL,Full,130.12,37406.78,15.42,21.67
workload-A,1750000,250000,320,ALL,Full,64.26,3657.65,14.53,21.97
workload-A,1750000,500000,320,ALL,Full,64.98,7396.37,14.81,22.84
workload-A,1750000,750000,320,ALL,Full,66.58,10513.63,14.37,21.84
workload-A,1750000,1000000,320,ALL,Full,68.22,14117.37,15.49,22.67
workload-A,1750000,1250000,320,ALL,Full,65.01,18078.06,15.73,23.12
workload-A,1750000,1500000,320,ALL,Full,66.2,21892.11,15.52,21.79
workload-A,1750000,1750000,320,ALL,Full,63.83,25053.14,14.39,23.59
workload-A,1750000,2000000,320,ALL,Full,64.18,29358.26,15.63,23.57
workload-A,1750000,2250000,320,ALL,Full,63.37,32216.22,15.52,22.23
workload-A,1750000,2500000,320,ALL,Full,67.39,35399.32,14.38,22.64
workload-A,1750000,2750000,320,ALL,Full,62.85,40983.96,14.36,21.54
workload-A,1750000,3000000,320,ALL,Full,64.37,42506.24,15.56,21.58
workload-A,1750000,3250000,320,ALL,Full,67.32,47606.46,14.45,22.07
workload-A,1750000,3500000,320,ALL,Full,64.95,52096.95,14.83,22.98
workload-A,1750000,3750000,320,ALL,Full,64.04,55542.84,15.49,23.01
workload-A,1750000,4000000,320,ALL,Full,68.6,59375.46,14.56,21.58
workload-A,1750000,4250000,320,ALL,Full,64.21,59976.9,14.25,22.31
workload-A,1750000,4500000,320,ALL,Full,65.59,68053.31,15.09,23.27
workload-A,1750000,4750000,320,ALL,Full,67.94,68282.97,14.5,22.33
workload-A,1750000,5000000,320,ALL,Full,68.41,75297.65,15.22,22.2
workload-A,2000000,250000,32,ALL,Full,774.96,329.46,14.39,23.53
workload-A,2000000,500000,32,ALL,Full,716.96,643.75,14.6,22.96
workload-A,2000000,750000,32,ALL,Full,737.82,941.9,15.02,21.98
workload-A,2000000,1000000,32,ALL,Full,722.54,1227.65,14.37,22.19
workload-A,2000000,1250000,32,ALL,Full,746.37,1620.79,15.1,23.72
workload-A,2000000,1500000,32,ALL,Full,742.89,1926.52,15.22,22.19
workload-A,2000000,1750000,32,ALL,Full,780.46,2305.36,14.5,23.74
workload-A,2000000,2000000,32,ALL,Full,765.51,2640.68,15.75,22.99
workload-A,2000000,2250000,32,ALL,Full,726.25,2858.3,15.29,21.96
workload-A,2000000,2500000,32,ALL,Full,739.03,3314.1,15.34,23.52
workload-A,2000000,2750000,32,ALL,Full,754.24,3683.83,14.47,22.57
workload-A,2000000,3000000,32,ALL,Full,766.11,4020.29,15.54,21.8
workload-A,2000000,3250000,32,ALL,Full,753.72,4057.75,15.79,22.19
workload-A,2000000,3500000,32,ALL,Full,730.06,4436.32,14.56,23.31
workload-A,2000000,3750000,32,ALL,Full,712.73,4734.53,15.2,21.69
workload-A,2000000,4000000,32,ALL,Full,757.12,4918.66,15.63,22.8
workload-A,2000000,4250000,32,ALL,Full,730.67,5312.17,14.77,23.55
workload-A,2000000,4500000,32,ALL,Full,714.99,5840.92,14.5,22.67
workload-A,2000000,4750000,32,ALL,Full,719.94,6029.23,15.6,22.53
workload-A,2000000,5000000,32,ALL,Full,785.76,6124.86,15.64,21.6
workload-A,2000000,250000,64,ALL,Full,365.76,655.43,14.99,22.68
workload-A,2000000,500000,64,ALL,Full,382.31,1325.01,14.5,22.03
workload-A,2000000,750000,64,ALL,Full,368.9,1837.23,14.55,22.14
workload-A,2000000,1000000,64,ALL,Full,379.25,2551.14,15.57,21.8
workload-A,2000000,1250000,64,ALL,Full,356.98,3213.78,15.25,21.6
workload-A,2000000,1500000,64,ALL,Full,370.41,3939.77,15.48,22.41
workload-A,2000000,1750000,64,ALL,Full,371.11,4310.48,15.52,22.58
workload-A,2000000,2000000,64,ALL,Full,366.46,5333.22,15.79,23.25
workload-A,2000000,2250000,64,ALL,Full,361.66,5858.66,15.46,23.19
workload-A,2000000,2500000,64,ALL,Full,370.59,6275.0,14.8,22.4
workload-A,2000000,2750000,64,ALL,Full,383.24,6869.66,15.46,22.72
workload-A,2000000,3000000,64,ALL,Full,374.44,7792.75,14.43,22.02
workload-A,2000000,3250000,64,ALL,Full,379.82,8152.6,15.53,23.6
workload-A,2000000,3500000,64,ALL,Full,372.31,8865.99,15.74,23.76
workload-A,2000000,3750000,64,ALL,Full,361.57,9639.03,15.15,22.56
workload-A,2000000,4000000,64,ALL,Full,364.01,10706.24,15.58,22.84
workload-A,2000000,4250000,64,ALL,Full,360.69,10748.21,15.15,21.9
workload-A,2000000,4500000,64,ALL,Full,391.48,11145.06,15.6,22.04
workload-A,2000000,4750000,64,ALL,Full,391.51,12349.91,15.75,22.27
workload-A,2000000,5000000,64,ALL,Full,392.33,12820.64,15.84,22.25
workload-A,2000000,250000,160,ALL,Full,149.16,1558.14,14.9,22.97
workload-A,2000000,500000,160,ALL,Full,150.74,3090.83,15.58,23.35
workload-A,2000000,750000,160,ALL,Full,151.51,4706.19,14.91,22.17
workload-A,2000000,1000000,160,ALL,Full,155.04,6225.92,15.37,22.15
workload-A,2000000,1250000,160,ALL,Full,142.56,8011.43,15.79,23.27
workload-A,2000000,1500000,160,ALL,Full,142.64,9530.45,14.47,21.7
workload-A,2000000,1750000,160,ALL,Full,148.02,11623.33,15.22,23.17
workload-A,2000000,2000000,160,ALL,Full,143.1,12546.02,14.57,22.2
workload-A,2000000,2250000,160,ALL,Full,147.01,14069.43,15.05,21.93
workload-A,2000000,2500000,160,ALL,Full,151.15,15330.12,15.82,23.02
workload-A,2000000,2750000,160,ALL,Full,144.68,18284.91,14.45,22.81
workload-A,2000000,3000000,160,ALL,Full,143.77,19226.73,15.13,21.74
workload-A,2000000,3250000,160,ALL,Full,149.33,20985.21,15.47,21.59
workload-A,2000000,3500000,160,ALL,Full,148.29,22448.41,15.16,22.86
workload-A,2000000,3750000,160,ALL,Full,152.59,24477.08,15.47,22.11
workload-A,2000000,4000000,160,ALL,Full,152.04,26840.68,15.36,23.01
workload-A,2000000,4250000,160,ALL,Full,148.82,27430.41,14.47,23.5
workload-A,2000000,4500000,160,ALL,Full,143.36,28297.91,14.57,23.45
workload-A,2000000,4750000,160,ALL,Full,153.31,28991.6,14.82,23.71
workload-A,2000000,5000000,160,ALL,Full,154.63,31983.01,15.46,23.47
workload-A,2000000,250000,320,ALL,Full,75.37,3122.28,14.56,23.43
workload-A,2000000,500000,320,ALL,Full,74.05,6204.19,15.0,22.15
workload-A,2000000,750000,320,ALL,Full,77.9,9743.34,15.33,23.67
workload-A,2000000,1000000,320,ALL,Full,76.2,12954.34,15.3,21.95
workload-A,2000000,1250000,320,ALL,Full,77.34,15896.82,14.54,22.75
workload-A,2000000,1500000,320,ALL,Full,74.37,18783.87,15.03,21.98
workload-A,2000000,1750000,320,ALL,Full,71.37,23025.65,15.57,23.4
workload-A,2000000,2000000,320,ALL,Full,78.56,26297.72,14.71,23.53
workload-A,2000000,2250000,320,ALL,Full,73.43,28177.67,15.28,22.37
workload-A,2000000,2500000,320,ALL,Full,76.06,32651.21,14.43,21.72
workload-A,2000000,2750000,320,ALL,Full,78.71,35980.59,15.24,22.19
workload-A,2000000,3000000,320,ALL,Full,71.55,36893.25,15.79,21.88
workload-A,2000000,3250000,320,ALL,Full,71.89,40208.26,15.05,21.91
workload-A,2000000,3500000,320,ALL,Full,76.81,44278.07,15.26,22.88
workload-A,2000000,3750000,320,ALL,Full,77.56,48398.8,14.73,21.9
workload-A,2000000,4000000,320,ALL,Full,71.34,49667.59,15.54,23.42
workload-A,2000000,4250000,320,ALL,Full,76.9,56581.78,14.86,23.79
workload-A,2000000,4500000,320,ALL,Full,75.74,59823.81,15.53,23.02
workload-A,2000000,4750000,320,ALL,Full,77.15,57845.61,15.41,23.52
workload-A,2000000,5000000,320,ALL,Full,73.98,67063.82,15.16,23.14
workload-A,2250000,250000,32,ALL,Full,837.75,296.79,15.88,22.12
workload-A,2250000,500000,32,ALL,Full,865.35,588.48,15.39,22.32
workload-A,2250000,750000,32,ALL,Full,848.98,855.23,14.93,22.46
workload-A,2250000,1000000,32,ALL,Full,885.91,1156.95,14.53,22.59
workload-A,2250000,1250000,32,ALL,Full,870.55,1430.28,14.77,22.09
workload-A,2250000,1500000,32,ALL,Full,809.23,1738.59,15.19,23.99
workload-A,2250000,1750000,32,ALL,Full,814.04,1954.46,15.1,22.39
workload-A,2250000,2000000,32,ALL,Full,818.81,2315.98,15.43,22.38
workload-A,2250000,2250000,32,ALL,Full,825.97,2455.97,15.68,22.11
workload-A,2250000,2500000,32,ALL,Full,857.74,2902.23,15.32,23.81
workload-A,2250000,2750000,32,ALL,Full,866.86,2988.95,15.92,23.44
workload-A,2250000,3000000,32,ALL,Full,835.44,3381.66,15.41,22.33
workload-A,2250000,3250000,32,ALL,Full,855.95,3781.44,15.59,23.81
workload-A,2250000,3500000,32,ALL,Full,873.5,4110.69,15.85,23.84
workload-A,2250000,3750000,32,ALL,Full,813.39,4316.49,15.64,22.21
workload-A,2250000,4000000,32,ALL,Full,807.2,4538.24,15.74,23.99
workload-A,2250000,4250000,32,ALL,Full,862.16,4731.61,15.7,22.63
workload-A,2250000,4500000,32,ALL,Full,807.27,5032.49,15.16,23.31
workload-A,2250000,4750000,32,ALL,Full,812.34,5214.32,15.78,23.77
workload-A,2250000,5000000,32,ALL,Full,862.2,5937.82,15.56,22.02
workload-A,2250000,250000,64,ALL,Full,413.45,553.77,15.61,21.74
workload-A,2250000,500000,64,ALL,Full,418.25,1102.69,15.03,23.32
workload-A,2250000,750000,64,ALL,Full,423.65,1680.45,15.33,23.29
workload-A,2250000,1000000,64,ALL,Full,416.43,2363.72,14.79,23.67
workload-A,2250000,1250000,64,ALL,Full,409.4,2981.42,14.97,22.62
workload-A,2250000,1500000,64,ALL,Full,404.02,3495.1,15.44,22.26
workload-A,2250000,1750000,64,ALL,Full,437.55,3846.83,14.55,23.68
workload-A,2250000,2000000,64,ALL,Full,433.29,4481.23,15.17,22.21
workload-A,2250000,2250000,64,ALL,Full,411.73,5067.8,14.83,21.78
workload-A,2250000,2500000,64,ALL,Full,421.16,5824.03,14.66,21.85
workload-A,2250000,2750000,64,ALL,Full,400.85,6349.9,14.54,22.73
workload-A,2250000,3000000,64,ALL,Full,437.88,6685.16,15.57,21.78
workload-A,2250000,3250000,64,ALL,Full,418.78,7330.85,14.83,21.9
workload-A,2250000,3500000,64,ALL,Full,426.65,7612.07,15.93,22.21
workload-A,2250000,3750000,64,ALL,Full,423.52,8313.82,14.89,21.78
workload-A,2250000,4000000,64,ALL,Full,405.3,9327.52,14.91,23.15
workload-A,2250000,4250000,64,ALL,Full,419.96,9480.13,14.74,23.39
workload-A,2250000,4500000,64,ALL,Full,426.39,10220.24,15.71,23.88
workload-A,2250000,4750000,64,ALL,Full,437.77,11307.84,15.11,23.2
workload-A,2250000,5000000,64,ALL,Full,408.16,11257.79,15.44,21.78
workload-A,2250000,250000,160,ALL,Full,162.06,1438.72,15.04,23.91
workload-A,2250000,500000,160,ALL,Full,160.36,2866.25,15.34,23.77
